"","Gender_D","Age_D","Race_or_Ethnicity_D","Education_D","SBP_R","BMI_R","Smoker_R","TC_L","FPG_L","user_n"
"23","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"24","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose<100",4
"25","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",1
"26","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",1
"27","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",3
"28","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",3
"29","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"30","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","Smoke","Normal TC","Glucose<100",1
"31","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","Smoke","Normal TC","Glucose 100-125",1
"32","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose<100",7
"33","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"34","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",1
"35","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose<100",1
"36","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"37","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose<100",6
"38","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",10
"39","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose>=126",1
"40","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",3
"41","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",2
"42","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","No smoke","Normal TC",NA,1
"43","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose<100",2
"44","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","Smoke","High TC",NA,1
"45","Female","40-59","NH White","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",1
"46","Female","40-59","NH White",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",1
"47","Female","40-59","NH White",">=College grad","SBP 130-139","Normal weight","Smoke","Normal TC",NA,1
"48","Female","40-59","NH White",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",2
"49","Female","40-59","NH White",">=College grad","SBP 130-139","Overweight","No smoke","High TC",NA,1
"50","Female","40-59","NH White",">=College grad","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"51","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"52","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",3
"53","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke","High TC",NA,1
"54","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",2
"55","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"56","Female","40-59","NH White",">=College grad","SBP 130-139","Obese","No smoke",NA,"Glucose<100",1
"57","Female","40-59","NH White",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",5
"58","Female","40-59","NH White",">=College grad","SBP>=140","Normal weight","No smoke",NA,"Glucose<100",1
"59","Female","40-59","NH White",">=College grad","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",1
"60","Female","40-59","NH White",">=College grad","SBP>=140","Normal weight","Smoke","Normal TC","Glucose 100-125",1
"61","Female","40-59","NH White",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose<100",1
"62","Female","40-59","NH White",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",2
"63","Female","40-59","NH White",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",1
"64","Female","40-59","NH White",">=College grad","SBP>=140","Overweight","Smoke","High TC","Glucose<100",1
"65","Female","40-59","NH White",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose<100",2
"66","Female","40-59","NH White",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",7
"67","Female","40-59","NH White",">=College grad","SBP>=140","Obese","No smoke","High TC",NA,1
"68","Female","40-59","NH White",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",3
"69","Female","40-59","NH White",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",1
"70","Female","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose<100",4
"71","Female","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",3
"72","Female","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"73","Female","40-59","NH White",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"74","Female","40-59","NH Black","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",1
"75","Female","40-59","NH Black","<HSG","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",1
"76","Female","40-59","NH Black","HSG/GED","SBP 130-139","Underweight","Smoke",NA,"Glucose<100",1
"77","Female","40-59","NH Black","HSG/GED","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",1
"78","Female","40-59","NH Black","HSG/GED","SBP 130-139","Normal weight","Smoke","Normal TC","Glucose<100",1
"79","Female","40-59","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",2
"80","Female","40-59","NH Black","HSG/GED","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",1
"81","Female","40-59","NH Black","HSG/GED","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",1
"82","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"83","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",2
"84","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",2
"85","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC",NA,1
"86","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose<100",2
"87","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",1
"88","Female","40-59","NH Black","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",2
"89","Female","40-59","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",2
"90","Female","40-59","NH Black","HSG/GED","SBP>=140","Normal weight","No smoke",NA,"Glucose<100",1
"91","Female","40-59","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",1
"92","Female","40-59","NH Black","HSG/GED","SBP>=140","Normal weight","Smoke",NA,"Glucose 100-125",1
"93","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose<100",5
"94","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"95","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",2
"96","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose<100",3
"97","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",3
"98","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"99","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","Smoke",NA,"Glucose<100",1
"100","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose<100",12
"101","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",6
"102","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","High TC",NA,1
"103","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"104","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",2
"105","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",4
"106","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose<100",6
"107","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",3
"108","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke","High TC",NA,1
"109","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",10
"110","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"111","Female","40-59","NH Black","HSG/GED","SBP>=140","Obese","Smoke",NA,"Glucose 100-125",1
"112","Female","40-59","NH Black","Some college/TS","SBP 130-139","Underweight","Smoke","High TC","Glucose<100",1
"113","Female","40-59","NH Black","Some college/TS","SBP 130-139","Underweight","Smoke","High TC","Glucose 100-125",1
"114","Female","40-59","NH Black","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",3
"115","Female","40-59","NH Black","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose 100-125",1
"116","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"117","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"118","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","High TC",NA,1
"119","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"120","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",2
"121","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose 100-125",1
"122","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose>=126",1
"123","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",2
"124","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","Normal TC","Glucose>=126",2
"125","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","Smoke","Normal TC",NA,1
"126","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose<100",6
"127","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",5
"128","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",2
"129","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",6
"130","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",4
"131","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","No smoke",NA,NA,1
"132","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose<100",3
"133","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",3
"134","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose>=126",1
"135","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",5
"136","Female","40-59","NH Black","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",2
"137","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",1
"138","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"139","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"140","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",4
"141","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",1
"142","Female","40-59","NH Black","Some college/TS","SBP>=140","Normal weight","Smoke","Normal TC","Glucose<100",5
"143","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose<100",7
"144","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",6
"145","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","High TC",NA,2
"146","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",4
"147","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",2
"148","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose<100",4
"149","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",3
"150","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",7
"151","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose 100-125",3
"152","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose>=126",1
"153","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC",NA,1
"154","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose<100",23
"155","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",8
"156","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose>=126",6
"157","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","High TC",NA,4
"158","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",12
"159","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",9
"160","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",1
"161","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke","Normal TC",NA,2
"162","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","No smoke",NA,NA,1
"163","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose<100",9
"164","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",5
"165","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose>=126",1
"166","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","High TC",NA,1
"167","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",11
"168","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",5
"169","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke","Normal TC",NA,3
"170","Female","40-59","NH Black","Some college/TS","SBP>=140","Obese","Smoke",NA,"Glucose<100",2
"171","Female","40-59","NH Black",">=College grad","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",1
"172","Female","40-59","NH Black",">=College grad","SBP 130-139","Overweight","No smoke","High TC",NA,1
"173","Female","40-59","NH Black",">=College grad","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",2
"174","Female","40-59","NH Black",">=College grad","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",1
"175","Female","40-59","NH Black",">=College grad","SBP 130-139","Overweight","Smoke","Normal TC","Glucose 100-125",1
"176","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",4
"177","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",3
"178","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"179","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",1
"180","Female","40-59","NH Black",">=College grad","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",1
"181","Female","40-59","NH Black",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"182","Female","40-59","NH Black",">=College grad","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",2
"183","Female","40-59","NH Black",">=College grad","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",2
"184","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose<100",9
"185","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",2
"186","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",2
"187","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke",NA,"Glucose<100",1
"188","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","Smoke","High TC","Glucose<100",4
"189","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","Smoke","High TC",NA,1
"190","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"191","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose<100",13
"192","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",8
"193","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","High TC",NA,1
"194","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",4
"195","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",5
"196","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","No smoke","Normal TC",NA,1
"197","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose<100",2
"198","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",1
"199","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",2
"200","Female","40-59","NH Black",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"201","Female","40-59","NH Black",NA,"SBP 130-139",NA,"Smoke","Normal TC",NA,1
"202","Female","40-59","NH Black",NA,"SBP>=140",NA,"Smoke",NA,NA,1
"203","Female","40-59","NH Asian",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"204","Female","40-59","Hispanic","<HSG","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"205","Female","40-59","Hispanic","<HSG","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"206","Female","40-59","Hispanic","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"207","Female","40-59","Hispanic","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",2
"208","Female","40-59","Hispanic","<HSG","SBP>=140","Overweight","No smoke",NA,"Glucose<100",1
"209","Female","40-59","Hispanic","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",1
"210","Female","40-59","Hispanic","HSG/GED","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",1
"211","Female","40-59","Hispanic","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",1
"212","Female","40-59","Hispanic","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"213","Female","40-59","Hispanic","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"214","Female","40-59","Hispanic","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose 100-125",1
"215","Female","40-59","Hispanic","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",1
"216","Female","40-59","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose<100",4
"217","Female","40-59","Hispanic","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"218","Female","40-59","Hispanic","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose<100",1
"219","Female","40-59","Hispanic","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",2
"220","Female","40-59","Hispanic","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",1
"221","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",2
"222","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"223","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"224","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"225","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",2
"226","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"227","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"228","Female","40-59","Hispanic","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",3
"229","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose<100",9
"230","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",2
"231","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",2
"232","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","Smoke","High TC","Glucose>=126",1
"233","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",1
"234","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose<100",3
"235","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",5
"236","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","No smoke","High TC","Glucose>=126",1
"237","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"238","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",2
"239","Female","40-59","Hispanic","Some college/TS","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",3
"240","Female","40-59","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",1
"241","Female","40-59","Hispanic",">=College grad","SBP 130-139","Overweight","Smoke","Normal TC","Glucose 100-125",1
"242","Female","40-59","Hispanic",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose<100",1
"243","Female","40-59","Hispanic",">=College grad","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"244","Female","40-59","Hispanic",">=College grad","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",1
"245","Female","40-59","Hispanic",">=College grad","SBP 130-139","Obese","Smoke","High TC","Glucose<100",1
"246","Female","40-59","Hispanic",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",4
"247","Female","40-59","Hispanic",">=College grad","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",2
"248","Female","40-59","Hispanic",">=College grad","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"249","Female","40-59","Hispanic",">=College grad","SBP>=140","Normal weight","Smoke","Normal TC","Glucose<100",1
"250","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose<100",9
"251","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",4
"252","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",1
"253","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","Smoke","High TC","Glucose<100",1
"254","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",2
"255","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","Smoke","Normal TC","Glucose 100-125",2
"256","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","Smoke","Normal TC",NA,1
"257","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose<100",11
"258","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",6
"259","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"260","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",1
"261","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",1
"262","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","Smoke","High TC",NA,1
"263","Female","40-59","Hispanic",">=College grad","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",1
