"","Gender_D","Age_D","Race_or_Ethnicity_D","Education_D","SBP_R","BMI_R","Smoker_R","TC_L","FPG_L","user_n"
"35","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke","High TC","Glucose<100",4
"36","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",2
"37","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke","High TC","Glucose>=126",1
"38","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke","High TC",NA,2
"39","Female","40-59","NH White","<HSG","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",1
"40","Female","40-59","NH White","<HSG","SBP>=140","Underweight","Smoke","High TC","Glucose<100",3
"41","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",1
"42","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"43","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",2
"44","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"45","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","No smoke","Normal TC",NA,1
"46","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",5
"47","Female","40-59","NH White","<HSG","SBP>=140","Normal weight","Smoke","High TC","Glucose>=126",2
"48","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose<100",3
"49","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose 100-125",1
"50","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",2
"51","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",2
"52","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke","Normal TC","Glucose 100-125",2
"53","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke",NA,NA,1
"54","Female","40-59","NH White","<HSG","SBP>=140","Overweight","Smoke","High TC","Glucose<100",4
"55","Female","40-59","NH White","<HSG","SBP>=140","Overweight","Smoke","High TC","Glucose>=126",3
"56","Female","40-59","NH White","<HSG","SBP>=140","Overweight","Smoke","High TC",NA,2
"57","Female","40-59","NH White","<HSG","SBP>=140","Overweight","Smoke","Normal TC","Glucose 100-125",1
"58","Female","40-59","NH White","<HSG","SBP>=140","Overweight","Smoke",NA,NA,1
"59","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose<100",9
"60","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",4
"61","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","High TC","Glucose>=126",15
"62","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","High TC",NA,9
"63","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",2
"64","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",3
"65","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",3
"66","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke","Normal TC",NA,1
"67","Female","40-59","NH White","<HSG","SBP>=140","Obese","No smoke",NA,NA,1
"68","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","High TC","Glucose<100",6
"69","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",5
"70","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","High TC","Glucose>=126",8
"71","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","High TC",NA,3
"72","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",2
"73","Female","40-59","NH White","<HSG","SBP>=140","Obese","Smoke","Normal TC","Glucose>=126",3
"74","Female","40-59","NH White","HSG/GED","SBP<120","Normal weight","No smoke","High TC","Glucose<100",1
"75","Female","40-59","NH White","HSG/GED","SBP<120","Overweight","Smoke","High TC","Glucose<100",1
"76","Female","40-59","NH White","HSG/GED","SBP<120","Overweight","Smoke","High TC","Glucose 100-125",2
"77","Female","40-59","NH White","HSG/GED","SBP<120","Overweight","Smoke","High TC",NA,1
"78","Female","40-59","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose<100",1
"79","Female","40-59","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose 100-125",1
"80","Female","40-59","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC","Glucose>=126",1
"81","Female","40-59","NH White","HSG/GED","SBP<120","Obese","No smoke","High TC",NA,1
"82","Female","40-59","NH White","HSG/GED","SBP<120","Obese","No smoke","Normal TC","Glucose<100",2
"83","Female","40-59","NH White","HSG/GED","SBP<120","Obese","Smoke","High TC","Glucose<100",2
"84","Female","40-59","NH White","HSG/GED","SBP<120","Obese","Smoke","High TC","Glucose>=126",1
"85","Female","40-59","NH White","HSG/GED","SBP<120","Obese","Smoke","High TC",NA,2
"86","Female","40-59","NH White","HSG/GED","SBP<120","Obese","Smoke","Normal TC","Glucose 100-125",1
"87","Female","40-59","NH White","HSG/GED","SBP<120",NA,"No smoke","Normal TC","Glucose>=126",1
"88","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke","High TC","Glucose<100",2
"89","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke","Normal TC","Glucose<100",2
"90","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","Smoke","High TC","Glucose<100",2
"91","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","Smoke","High TC",NA,2
"92","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","Smoke","Normal TC","Glucose<100",1
"93","Female","40-59","NH White","HSG/GED","SBP 120-129","Normal weight","Smoke","Normal TC",NA,2
"94","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","High TC","Glucose<100",3
"95","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","High TC","Glucose>=126",2
"96","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","High TC",NA,1
"97","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","No smoke","Normal TC","Glucose>=126",1
"98","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","Smoke","High TC","Glucose<100",2
"99","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","Smoke","High TC","Glucose>=126",1
"100","Female","40-59","NH White","HSG/GED","SBP 120-129","Overweight","Smoke","High TC",NA,1
"101","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose<100",2
"102","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose 100-125",3
"103","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",7
"104","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","High TC",NA,5
"105","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose<100",1
"106","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose 100-125",3
"107","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",1
"108","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke","Normal TC",NA,2
"109","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","No smoke",NA,NA,2
"110","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","Smoke","High TC","Glucose<100",1
"111","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","Smoke","High TC","Glucose>=126",2
"112","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","Smoke","High TC",NA,1
"113","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","Smoke","Normal TC","Glucose>=126",1
"114","Female","40-59","NH White","HSG/GED","SBP 120-129","Obese","Smoke",NA,NA,1
"115","Female","40-59","NH White","HSG/GED","SBP 120-129",NA,"No smoke","High TC","Glucose<100",1
"116","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",4
"117","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight","No smoke","Normal TC",NA,1
"118","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",3
"119","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight","Smoke","High TC",NA,2
"120","Female","40-59","NH White","HSG/GED","SBP 130-139","Normal weight","Smoke","Normal TC","Glucose<100",3
"121","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",3
"122","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"123","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","High TC","Glucose>=126",2
"124","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",1
"125","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"126","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",4
"127","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","Smoke","High TC","Glucose 100-125",1
"128","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","Smoke","High TC",NA,1
"129","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose<100",9
"130","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",5
"131","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",10
"132","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","High TC",NA,5
"133","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",5
"134","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",1
"135","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","No smoke","Normal TC",NA,3
"136","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose<100",1
"137","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",3
"138","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke","High TC","Glucose>=126",1
"139","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC","Glucose<100",1
"140","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke","Normal TC",NA,2
"141","Female","40-59","NH White","HSG/GED","SBP 130-139","Obese","Smoke",NA,NA,1
"142","Female","40-59","NH White","HSG/GED","SBP>=140","Underweight","No smoke",NA,NA,1
"143","Female","40-59","NH White","HSG/GED","SBP>=140","Underweight","Smoke","High TC",NA,1
"144","Female","40-59","NH White","HSG/GED","SBP>=140","Underweight","Smoke","Normal TC","Glucose<100",2
"145","Female","40-59","NH White","HSG/GED","SBP>=140","Underweight","Smoke",NA,NA,1
"146","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",7
"147","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",2
"148","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",1
"149","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","High TC",NA,2
"150","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"151","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",8
"152","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","High TC","Glucose 100-125",2
"153","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","High TC",NA,2
"154","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","Normal TC","Glucose<100",4
"155","Female","40-59","NH White","HSG/GED","SBP>=140","Normal weight","Smoke","Normal TC",NA,1
"156","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose<100",19
"157","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","High TC","Glucose>=126",5
"158","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","High TC",NA,6
"159","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose<100",5
"160","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC","Glucose>=126",2
"161","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke","Normal TC",NA,2
"162","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke",NA,NA,1
"163","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose<100",9
"164","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose 100-125",5
"165","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","High TC","Glucose>=126",3
"166","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","High TC",NA,2
"167","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose<100",3
"168","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose 100-125",3
"169","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC","Glucose>=126",1
"170","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","Smoke","Normal TC",NA,2
"171","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose<100",25
"172","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose 100-125",11
"173","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC","Glucose>=126",21
"174","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","High TC",NA,19
"175","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose<100",6
"176","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose 100-125",6
"177","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC","Glucose>=126",5
"178","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke","Normal TC",NA,4
"179","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","No smoke",NA,NA,7
"180","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose<100",7
"181","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose 100-125",2
"182","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","High TC","Glucose>=126",6
"183","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","High TC",NA,6
"184","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose<100",2
"185","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose 100-125",1
"186","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC","Glucose>=126",2
"187","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke","Normal TC",NA,2
"188","Female","40-59","NH White","HSG/GED","SBP>=140","Obese","Smoke",NA,NA,1
"189","Female","40-59","NH White","HSG/GED","SBP>=140",NA,"No smoke","High TC","Glucose>=126",1
"190","Female","40-59","NH White","HSG/GED","SBP>=140",NA,"No smoke","Normal TC",NA,1
"191","Female","40-59","NH White","HSG/GED","SBP>=140",NA,"Smoke",NA,NA,1
"192","Female","40-59","NH White","Some college/TS","SBP<120","Underweight","Smoke","Normal TC",NA,1
"193","Female","40-59","NH White","Some college/TS","SBP<120","Normal weight","Smoke","High TC","Glucose<100",4
"194","Female","40-59","NH White","Some college/TS","SBP<120","Normal weight","Smoke","Normal TC","Glucose<100",1
"195","Female","40-59","NH White","Some college/TS","SBP<120","Overweight","No smoke","High TC","Glucose<100",1
"196","Female","40-59","NH White","Some college/TS","SBP<120","Overweight","Smoke","High TC","Glucose<100",2
"197","Female","40-59","NH White","Some college/TS","SBP<120","Overweight","Smoke","High TC","Glucose>=126",1
"198","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","High TC","Glucose<100",3
"199","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","High TC","Glucose 100-125",2
"200","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","High TC",NA,2
"201","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","Normal TC","Glucose<100",1
"202","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","Normal TC","Glucose 100-125",1
"203","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","Normal TC","Glucose>=126",1
"204","Female","40-59","NH White","Some college/TS","SBP<120","Obese","No smoke","Normal TC",NA,1
"205","Female","40-59","NH White","Some college/TS","SBP<120","Obese","Smoke","High TC","Glucose<100",2
"206","Female","40-59","NH White","Some college/TS","SBP<120","Obese","Smoke","High TC",NA,2
"207","Female","40-59","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke","Normal TC",NA,1
"208","Female","40-59","NH White","Some college/TS","SBP 120-129","Normal weight","Smoke","High TC","Glucose<100",3
"209","Female","40-59","NH White","Some college/TS","SBP 120-129","Normal weight","Smoke","High TC",NA,1
"210","Female","40-59","NH White","Some college/TS","SBP 120-129","Normal weight","Smoke","Normal TC",NA,1
"211","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","No smoke","High TC","Glucose 100-125",1
"212","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","No smoke","Normal TC","Glucose<100",3
"213","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","No smoke","Normal TC","Glucose 100-125",2
"214","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","No smoke","Normal TC",NA,1
"215","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","Smoke","High TC","Glucose<100",6
"216","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","Smoke","High TC",NA,1
"217","Female","40-59","NH White","Some college/TS","SBP 120-129","Overweight","Smoke","Normal TC",NA,1
"218","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","High TC","Glucose<100",2
"219","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","High TC","Glucose 100-125",3
"220","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","High TC","Glucose>=126",4
"221","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","High TC",NA,3
"222","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","Normal TC","Glucose<100",1
"223","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","Normal TC","Glucose>=126",2
"224","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","No smoke","Normal TC",NA,1
"225","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","High TC","Glucose<100",2
"226","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","High TC","Glucose 100-125",1
"227","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","High TC","Glucose>=126",1
"228","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","High TC",NA,1
"229","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","Normal TC","Glucose<100",1
"230","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","Normal TC","Glucose 100-125",1
"231","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke","Normal TC","Glucose>=126",1
"232","Female","40-59","NH White","Some college/TS","SBP 120-129","Obese","Smoke",NA,NA,1
"233","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","No smoke","High TC","Glucose<100",3
"234","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","No smoke","High TC","Glucose 100-125",1
"235","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","No smoke","Normal TC","Glucose<100",2
"236","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC","Glucose<100",4
"237","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","Smoke","High TC",NA,2
"238","Female","40-59","NH White","Some college/TS","SBP 130-139","Normal weight","Smoke","Normal TC","Glucose<100",2
"239","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose<100",5
"240","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke","High TC","Glucose 100-125",1
"241","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose<100",3
"242","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose 100-125",1
"243","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke","Normal TC","Glucose>=126",1
"244","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose<100",3
"245","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose 100-125",1
"246","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","Smoke","High TC","Glucose>=126",2
"247","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","Smoke","Normal TC","Glucose<100",1
"248","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose<100",4
"249","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose 100-125",1
"250","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","High TC","Glucose>=126",5
"251","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","High TC",NA,4
"252","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose<100",4
"253","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose 100-125",3
"254","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC","Glucose>=126",3
"255","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke","Normal TC",NA,1
"256","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","No smoke",NA,NA,1
"257","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose<100",2
"258","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose 100-125",2
"259","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC","Glucose>=126",1
"260","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","High TC",NA,1
"261","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose 100-125",1
"262","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC","Glucose>=126",1
"263","Female","40-59","NH White","Some college/TS","SBP 130-139","Obese","Smoke","Normal TC",NA,1
"264","Female","40-59","NH White","Some college/TS","SBP>=140","Underweight","Smoke","High TC","Glucose 100-125",1
"265","Female","40-59","NH White","Some college/TS","SBP>=140","Underweight","Smoke","High TC",NA,1
"266","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose<100",7
"267","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose 100-125",1
"268","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","High TC","Glucose>=126",1
"269","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","High TC",NA,1
"270","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose<100",1
"271","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke","Normal TC","Glucose>=126",1
"272","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","No smoke",NA,NA,1
"273","Female","40-59","NH White","Some college/TS","SBP>=140","Normal weight","Smoke","High TC","Glucose<100",8
