,Gender,Age_Group,Race_or_Ethnicity,Education,Observed_Rate,Ideal_Rate,LogDisparity,user_n,pValue,BH_p
276,Male,40-59,Other,<HSG,0.000107066,0.001205077,-2.421948224,1,0.000273505,0.00031089
277,Male,40-59,Other,HSG/GED,0.000321199,0.002233757,-1.941294019,3,2.83E-06,3.47E-06
278,Male,40-59,Other,Some college/TS,0.000428266,0.002289677,-1.678286804,4,1.09E-05,1.29E-05
279,Male,40-59,Other,>=College grad,0.000749465,0.00093633,-0.222795531,7,0.554882238,0.55841652
280,Male,59+,Hispanic,<HSG,0.002569593,0.009837265,-1.349743258,24,1.11E-12,1.55E-12
281,Male,59+,Hispanic,HSG/GED,0.005995717,0.003245325,0.616593075,56,2.96E-06,3.60E-06
282,Male,59+,Hispanic,Some college/TS,0.014775161,0.003290735,1.513425834,138,1.14E-83,2.20E-83
283,Male,59+,Hispanic,>=College grad,0.014775161,0.002025961,1.99976051,138,2.60E-165,5.41E-165
284,Male,59+,NH Asian,<HSG,0,0.003576634,#NAME?,0,#NAME?,#NAME?
285,Male,59+,NH Asian,HSG/GED,0.000107066,0.001566822,-2.684816326,1,1.72E-05,2.02E-05
286,Male,59+,NH Asian,Some college/TS,0.000642398,0.001432956,-0.803077915,6,0.043407137,0.045419388
287,Male,59+,NH Asian,>=College grad,0.003747323,0.002748157,0.311113731,35,0.065104502,0.067674416
288,Male,59+,NH Black,<HSG,0.002462527,0.005441622,-0.795880093,23,9.09E-05,0.00010486
289,Male,59+,NH Black,HSG/GED,0.021092077,0.006099711,1.255855449,197,2.73E-77,5.13E-77
290,Male,59+,NH Black,Some college/TS,0.051070664,0.006479823,2.110437135,477,0,0
291,Male,59+,NH Black,>=College grad,0.026766595,0.003256971,2.130226018,250,0,0
292,Male,59+,NH White,<HSG,0.003533191,0.013589411,-1.357232715,33,4.69E-17,6.80E-17
293,Male,59+,NH White,HSG/GED,0.044646681,0.034582734,0.265904604,417,1.02E-07,1.30E-07
294,Male,59+,NH White,Some college/TS,0.124732334,0.043115573,1.151438726,1165,0,0
295,Male,59+,NH White,>=College grad,0.182012848,0.057575253,1.292593882,1700,0,0
296,Male,59+,Other,<HSG,0,0.000871893,#NAME?,0,#NAME?,#NAME?
297,Male,59+,Other,HSG/GED,0.000321199,0.002348899,-1.99167097,3,1.02E-06,1.27E-06
298,Male,59+,Other,Some college/TS,0.001498929,0.003755209,-0.920655066,14,0.00036378,0.000410551
299,Male,59+,Other,>=College grad,0.001713062,0.003667017,-0.763055399,16,0.001783306,0.001970367
300,Female,18-39,Hispanic,<HSG,0,0.003286615,#NAME?,0,#NAME?,#NAME?
301,Female,18-39,Hispanic,HSG/GED,0,0.00329599,#NAME?,0,#NAME?,#NAME?
302,Female,18-39,Hispanic,Some college/TS,0,0.002666356,#NAME?,0,#NAME?,#NAME?
303,Female,18-39,Hispanic,>=College grad,0,0.00092945,#NAME?,0,#NAME?,#NAME?
304,Female,18-39,NH Asian,<HSG,0,0.000240886,#NAME?,0,#NAME?,#NAME?
305,Female,18-39,NH Asian,HSG/GED,0,0.000272101,#NAME?,0,#NAME?,#NAME?
306,Female,18-39,NH Asian,Some college/TS,0,0.000543476,#NAME?,0,#NAME?,#NAME?
307,Female,18-39,NH Asian,>=College grad,0,0.000660769,#NAME?,0,#NAME?,#NAME?
308,Female,18-39,NH Black,<HSG,0,0.002561329,#NAME?,0,#NAME?,#NAME?
309,Female,18-39,NH Black,HSG/GED,0,0.002296636,#NAME?,0,#NAME?,#NAME?
310,Female,18-39,NH Black,Some college/TS,0,0.007539058,#NAME?,0,#NAME?,#NAME?
311,Female,18-39,NH Black,>=College grad,0,0.001843214,#NAME?,0,#NAME?,#NAME?
312,Female,18-39,NH White,<HSG,0,0.003623021,#NAME?,0,#NAME?,#NAME?
313,Female,18-39,NH White,HSG/GED,0,0.005823794,#NAME?,0,#NAME?,#NAME?
314,Female,18-39,NH White,Some college/TS,0,0.008026442,#NAME?,0,#NAME?,#NAME?
315,Female,18-39,NH White,>=College grad,0,0.00969693,#NAME?,0,#NAME?,#NAME?
316,Female,18-39,Other,<HSG,0,0.000474589,#NAME?,0,#NAME?,#NAME?
317,Female,18-39,Other,HSG/GED,0,0.000924446,#NAME?,0,#NAME?,#NAME?
318,Female,18-39,Other,Some college/TS,0,0.003097529,#NAME?,0,#NAME?,#NAME?
319,Female,18-39,Other,>=College grad,0,0.001231116,#NAME?,0,#NAME?,#NAME?
320,Female,40-59,Hispanic,<HSG,0.000749465,0.0118121,-2.768653176,7,4.34E-23,6.86E-23
321,Female,40-59,Hispanic,HSG/GED,0.001605996,0.003294379,-0.720166276,15,0.004405454,0.004833763
322,Female,40-59,Hispanic,Some college/TS,0.004603854,0.007415466,-0.479502533,43,0.001539134,0.001712557
323,Female,40-59,Hispanic,>=College grad,0.00620985,0.003692224,0.52243781,58,6.03E-05,7.00E-05
324,Female,40-59,NH Asian,<HSG,0,0.00105703,#NAME?,0,#NAME?,#NAME?
325,Female,40-59,NH Asian,HSG/GED,0,0.001030661,#NAME?,0,#NAME?,#NAME?
326,Female,40-59,NH Asian,Some college/TS,0,0.002007528,#NAME?,0,#NAME?,#NAME?
327,Female,40-59,NH Asian,>=College grad,0.000107066,0.003109136,-3.37165803,1,1.21E-11,1.64E-11
328,Female,40-59,NH Black,<HSG,0.000214133,0.004948072,-3.144903209,2,1.90E-17,2.79E-17
329,Female,40-59,NH Black,HSG/GED,0.009421842,0.008282895,0.12998708,88,0.224563155,0.228909539
330,Female,40-59,NH Black,Some college/TS,0.022805139,0.012577922,0.605454337,213,7.38E-19,1.12E-18
331,Female,40-59,NH Black,>=College grad,0.008458244,0.010757024,-0.242738391,79,0.03126837,0.032936016
332,Female,40-59,NH White,<HSG,0,0.009138798,#NAME?,0,#NAME?,#NAME?
333,Female,40-59,NH White,HSG/GED,0.001713062,0.020605843,-2.506398775,16,8.30E-38,1.40E-37
334,Female,40-59,NH White,Some college/TS,0.006959315,0.042956897,-1.857039413,65,5.48E-66,1.02E-65
335,Female,40-59,NH White,>=College grad,0.005460385,0.018744816,-1.246845255,51,2.90E-21,4.49E-21
336,Female,40-59,Other,<HSG,0,0,-9999999,0,-9999999,-25483868.42
337,Female,40-59,Other,HSG/GED,0.000214133,0.000848006,-1.376925948,2,0.030514286,0.032357431
338,Female,40-59,Other,Some college/TS,0.000214133,0.00510239,-3.175769476,2,4.38E-18,6.53E-18
339,Female,40-59,Other,>=College grad,0.000321199,0.003390335,-2.359697439,3,1.91E-10,2.51E-10
340,Female,59+,Hispanic,<HSG,0.004175589,0.015293069,-1.309371181,39,2.03E-18,3.06E-18
341,Female,59+,Hispanic,HSG/GED,0.00738758,0.004716693,0.451379525,69,0.000164984,0.000188895
342,Female,59+,Hispanic,Some college/TS,0.010599572,0.003871724,1.013890723,99,1.19E-25,1.90E-25
343,Female,59+,Hispanic,>=College grad,0.012955032,0.002662197,1.592706494,121,4.89E-83,9.30E-83
344,Female,59+,NH Asian,<HSG,0,0.003922864,#NAME?,0,#NAME?,#NAME?
345,Female,59+,NH Asian,HSG/GED,0.000428266,0.001643921,-1.346313327,4,0.001247547,0.001397961
346,Female,59+,NH Asian,Some college/TS,0.000428266,0.002301825,-1.683590484,4,1.12E-05,1.32E-05
347,Female,59+,NH Asian,>=College grad,0.002034261,0.003439006,-0.526458254,19,0.020394567,0.021772579
348,Female,59+,NH Black,<HSG,0.003211991,0.010620967,-1.203399517,30,2.85E-12,3.91E-12
349,Female,59+,NH Black,HSG/GED,0.017023555,0.005618533,1.12006311,159,3.25E-49,5.84E-49
350,Female,59+,NH Black,Some college/TS,0.051605996,0.011052589,1.582844319,482,1.49E-307,3.32E-307
351,Female,59+,NH Black,>=College grad,0.023340471,0.004264538,1.719198438,218,4.44E-176,9.34E-176
352,Female,59+,NH White,<HSG,0.000856531,0.02497521,-3.397183925,8,1.89E-50,3.48E-50
353,Female,59+,NH White,HSG/GED,0.026124197,0.060947432,-0.883562065,244,6.01E-45,1.05E-44
354,Female,59+,NH White,Some college/TS,0.062740899,0.077990201,-0.233973571,586,3.89E-08,5.04E-08
355,Female,59+,NH White,>=College grad,0.062205567,0.046919216,0.298186097,581,2.83E-12,3.91E-12
356,Female,59+,Other,<HSG,0,0.000238496,#NAME?,0,#NAME?,#NAME?
357,Female,59+,Other,HSG/GED,0.000107066,0.00194766,-2.902777309,1,4.44E-07,5.57E-07
358,Female,59+,Other,Some college/TS,0.000642398,0.008176535,-2.551382775,6,6.19E-16,8.89E-16
359,Female,59+,Other,>=College grad,0.000535332,0.001104526,-0.724854309,5,0.09770212,0.100895
